"","mRNA","logFC","FDR","Delta","Age 18-40","Age >=40","start","end","diff_exp"
"ENSG00000169347","ENSG00000169347",3.33628134256921,6.52010957351118e-07,2.66902507405537,0.8,9.45,20309574,20327808,"UP"
"ENSG00000204971","ENSG00000204971",2.04862853910785,0.00348339341526201,2.66321710084021,1.3,5.35,72163322,72209241,"UP"
"ENSG00000287563","ENSG00000287563",2.63584523179883,0.000151398491550464,2.63584523179883,1,6.75,10406558,10422360,"UP"
"ENSG00000137251","ENSG00000137251",2.18968124783487,0.00136495196499301,2.62761749740184,1.2,5.35,54307859,54390142,"UP"
"ENSG00000255804","ENSG00000255804",3.01264503860153,9.21774415558752e-06,2.5607482828113,0.85,7.1,22630929,22644352,"UP"
"ENSG00000259786","ENSG00000259786",2.29368229885091,0.00139072419471586,2.523050528736,1.1,5.8,28809331,29217115,"UP"
"ENSG00000287229","ENSG00000287229",2.64874965376584,0.000149999885211628,2.51631217107754,0.95,6.65,113863402,113871597,"UP"
"ENSG00000131126","ENSG00000131126",2.6449094238999,0.000137473832967615,2.5126639527049,0.95,6.45,43401496,43418597,"UP"
"ENSG00000223586","ENSG00000223586",3.3137488236667,8.50191133189128e-07,2.48531161775003,0.75,7.1,133821147,133872922,"UP"
"ENSG00000232493","ENSG00000232493",2.14662937371126,0.00259564553602631,2.46862377976795,1.15,5.1,41547422,41547922,"UP"
"ENSG00000176746","ENSG00000176746",2.73218150764322,7.3715562282604e-05,2.4589633568789,0.9,7.4,26192440,26195646,"UP"
"ENSG00000226374","ENSG00000226374",5.46405537702652,9.7053686041911e-15,2.45882491966193,0.45,23.15,3944547,3949024,"UP"
"ENSG00000269332","ENSG00000269332",3.05025785204703,1.43492486490921e-05,2.44020628163763,0.8,7.35,22596257,22603550,"UP"
"ENSG00000257642","ENSG00000257642",2.56642252011642,0.000304019296887176,2.4381013941106,0.95,4.45,105304867,105327017,"UP"
"ENSG00000157965","ENSG00000157965",4.83368844614808,1.97112154813393e-12,2.41684422307404,0.5,12.2,52622935,52633948,"UP"
"ENSG00000163440","ENSG00000163440",4.38809703574705,5.19790137488314e-10,2.41345336966088,0.55,15,55556519,55592245,"UP"
"ENSG00000229723","ENSG00000229723",2.52700174915507,0.000458154758303182,2.40065166169732,0.95,6.35,114329559,114333948,"UP"
"ENSG00000204648","ENSG00000204648",3.97430706947859,8.04130680480913e-09,2.38458424168715,0.6,8.15,48296816,48306179,"UP"
"ENSG00000276778","ENSG00000276778",2.37870949267573,0.000832247246458912,2.37870949267573,1,4.8,158320683,158409773,"UP"
"ENSG00000121335","ENSG00000121335",3.16555558191335,4.62643967082602e-06,2.37416668643501,0.75,7.1,11391540,11501041,"UP"
"ENSG00000233420","ENSG00000233420",2.1458332366454,0.00369221293924427,2.36041656030994,1.1,5.45,88420167,88756725,"UP"
"ENSG00000258162","ENSG00000258162",2.88993127296547,3.85937176971115e-05,2.31194501837237,0.8,6.4,81378042,81556637,"UP"
"ENSG00000016490","ENSG00000016490",2.56785058418592,0.00032870177573368,2.31106552576732,0.9,6.7,86468368,86500259,"UP"
"ENSG00000235538","ENSG00000235538",2.17112580387777,0.00247723886837126,2.27968209407166,1.05,4.25,163671577,164009980,"UP"
"ENSG00000233397","ENSG00000233397",2.04339106322383,0.00393761911589788,2.24773016954621,1.1,4.6,162092232,162095032,"UP"
"ENSG00000227455","ENSG00000227455",6.35716782604213,7.00137104899809e-18,2.22500873911475,0.35,45.2,164827732,164832114,"UP"
"ENSG00000288050","ENSG00000288050",2.34014322307095,0.00112457947522546,2.2231360619174,0.95,4.85,16444540,16447914,"UP"
"ENSG00000254789","ENSG00000254789",2.2108464547278,0.00287504523034374,2.2108464547278,1,4.95,15571817,15622447,"UP"
"ENSG00000244738","ENSG00000244738",2.20385374177548,0.00210379840434477,2.20385374177548,1,5.15,170656562,170662123,"UP"
"ENSG00000253164","ENSG00000253164",2.74270707433172,8.2463376670596e-05,2.19416565946537,0.8,5.25,20350210,20372769,"UP"
"ENSG00000285871","ENSG00000285871",2.57114767701515,0.00027199479038757,2.18547552546288,0.85,5,68896920,68900768,"UP"
"ENSG00000145626","ENSG00000145626",2.18503354274521,0.0025576644636023,2.18503354274521,1,4.5,35951006,36001028,"UP"
"ENSG00000175065","ENSG00000175065",2.70397395023917,0.000204728614381133,2.16317916019134,0.8,6.2,31376777,31414912,"UP"
"ENSG00000287579","ENSG00000287579",3.30731097833345,1.17108597864706e-06,2.14975213591674,0.65,7.15,176158610,176168367,"UP"
"ENSG00000235868","ENSG00000235868",7.05313123051325,1.53868810626966e-21,2.11593936915398,0.3,50.75,7566369,7567382,"UP"
"ENSG00000258084","ENSG00000258084",5.27012116670524,7.04363644324679e-14,2.1080484666821,0.4,18.55,78352519,78483030,"UP"
"ENSG00000225613","ENSG00000225613",2.10381023099613,0.00359068297864591,2.10381023099613,1,4.6,52146814,52151119,"UP"
"ENSG00000260951","ENSG00000260951",2.76742048180706,7.83350161463309e-05,2.0755653613553,0.75,5.75,25358235,25432202,"UP"
"ENSG00000287176","ENSG00000287176",3.43334620772646,8.47213092993138e-07,2.06000772463587,0.6,6.05,30545177,30693984,"UP"
"ENSG00000286668","ENSG00000286668",2.57298448127317,0.000434360977894202,2.05838758501853,0.8,4.7,40939294,40945524,"UP"
"ENSG00000241168","ENSG00000241168",8.07879199540787,1.06889582297577e-25,2.01969799885197,0.25,117.6,163026396,163232149,"UP"
"ENSG00000250585","ENSG00000250585",2.67417886722408,0.000209412608690868,2.00563415041806,0.75,6.1,40240167,40267657,"UP"
"ENSG00000175329","ENSG00000175329",4.42189401498643,3.32748051023982e-10,1.98985230674389,0.45,10.7,35066136,35087387,"UP"
"ENSG00000214691","ENSG00000214691",3.05358876141992,1.12904670324112e-05,1.98483269492295,0.65,5.35,41860155,41894050,"UP"
"ENSG00000283434","ENSG00000283434",4.34438674838849,6.13874866207466e-10,1.95497403677482,0.45,13.25,88338416,88467594,"UP"
"ENSG00000284930","ENSG00000284930",2.29466646636441,0.00177504071380713,1.95046649640975,0.85,4.6,73458850,73466167,"UP"
"ENSG00000238129","ENSG00000238129",3.90012380016523,2.99549941573882e-08,1.95006190008262,0.5,10,26188408,26196891,"UP"
"ENSG00000287796","ENSG00000287796",2.2917014588549,0.00194676039640272,1.94794624002667,0.85,4.5,147879361,147885249,"UP"
"ENSG00000069206","ENSG00000069206",3.2367310278838,4.28148102921154e-06,1.94203861673028,0.6,5.65,24440930,24526970,"UP"
"ENSG00000228708","ENSG00000228708",2.27165665364183,0.00194676039640272,1.93090815559556,0.85,4.5,18477358,18486599,"UP"
"ENSG00000265888","ENSG00000265888",2.1338919132886,0.00447091269353229,1.92050272195974,0.9,4.4,31101583,31162789,"UP"
"ENSG00000263724","ENSG00000263724",2.25741947958277,0.00217248384564657,1.91880655764536,0.85,4.35,3878058,3897069,"UP"
"ENSG00000197123","ENSG00000197123",2.55550688653067,0.000389604561858813,1.916630164898,0.75,5,64228474,64266931,"UP"
"ENSG00000080511","ENSG00000080511",2.39488944874938,0.000767450428997076,1.9159115589995,0.8,4.5,10013249,10022279,"UP"
"ENSG00000254303","ENSG00000254303",2.68364418701407,0.000156186623191818,1.87855093090985,0.7,5.25,121954640,122127184,"UP"
"ENSG00000189052","ENSG00000189052",2.65289556178677,0.000412188609560795,1.85702689325074,0.7,5.4,49043848,49045311,"UP"
"ENSG00000286468","ENSG00000286468",2.80121795855259,0.00017431223988818,1.82079167305918,0.65,5.55,147093259,147097240,"UP"
"ENSG00000221878","ENSG00000221878",2.58711259770314,0.000377336559895829,1.8109788183922,0.7,3.95,42924132,42937207,"UP"
"ENSG00000237987","ENSG00000237987",2.78055699502964,7.16701622048522e-05,1.80736204676926,0.65,4.4,168225279,168226517,"UP"
"ENSG00000237914","ENSG00000237914",2.24819622101517,0.00177651288439025,1.79855697681213,0.8,3.9,1633508,1648472,"UP"
"ENSG00000239572","ENSG00000239572",2.7584322295049,0.000125078251247089,1.79298094917819,0.65,4.7,87641412,87793629,"UP"
"ENSG00000279942","ENSG00000279942",2.52857075383376,0.000595366387718416,1.76999952768363,0.7,4,37567716,37571460,"UP"
"ENSG00000226702","ENSG00000226702",7.02956054635166,2.98856745465352e-21,1.75739013658792,0.25,34.15,55963191,56047326,"UP"
"ENSG00000234006","ENSG00000234006",2.19278597330425,0.00423267785898202,1.7542287786434,0.8,3.8,31542304,31543138,"UP"
"ENSG00000124935","ENSG00000124935",2.48939316421904,0.000533931566602667,1.74257521495333,0.7,4.2,62242239,62244812,"UP"
"ENSG00000232395","ENSG00000232395",4.87630789088691,1.15581247415996e-11,1.70670776181042,0.35,12.85,114477350,114488752,"UP"
"ENSG00000138684","ENSG00000138684",3.09045335038038,1.238385916822e-05,1.69974934270921,0.55,5.75,122610108,122621066,"UP"
"ENSG00000183292","ENSG00000183292",6.79563052831501,1.25546313307551e-19,1.69890763207875,0.25,37.85,130570829,130584161,"UP"
"ENSG00000243772","ENSG00000243772",2.82604644844484,7.51590287698763e-05,1.69562786906691,0.6,4.6,54738513,54753052,"UP"
"ENSG00000213218","ENSG00000213218",3.35707250566027,5.0622454140546e-06,1.67853625283013,0.5,6.3,63872012,63873766,"UP"
"ENSG00000182645","ENSG00000182645",3.70489846599374,2.2271732114915e-07,1.66720430969718,0.45,9.15,116324448,116380029,"UP"
"ENSG00000221844","ENSG00000221844",2.2032190315505,0.00258700552961643,1.65241427366288,0.75,3.15,73474378,73476073,"UP"
"ENSG00000254752","ENSG00000254752",3.66993310807959,4.15294122938868e-07,1.65146989863581,0.45,8.95,56476287,56484839,"UP"
"ENSG00000226818","ENSG00000226818",4.08701569783674,3.85566579930375e-09,1.6348062791347,0.4,7.9,19244543,19246392,"UP"
"ENSG00000189023","ENSG00000189023",4.66766456499082,9.74310400693651e-11,1.63368259774679,0.35,13.3,35798342,35803735,"UP"
"ENSG00000175841","ENSG00000175841",3.24459910127934,3.31164947489116e-06,1.62229955063967,0.5,5.25,101521891,101522979,"UP"
"ENSG00000259356","ENSG00000259356",2.89126857394752,7.16701622048522e-05,1.59019771567114,0.55,5.1,100126106,100129743,"UP"
"ENSG00000181371","ENSG00000181371",3.44171750931584,1.58342206972925e-06,1.54877287919213,0.45,7.05,56490349,56491395,"UP"
"ENSG00000259616","ENSG00000259616",3.66107105285076,3.1498888881543e-07,1.4644284211403,0.4,4.75,61298791,61635449,"UP"
"ENSG00000171102","ENSG00000171102",2.23035094550583,0.0041221174076785,1.44972811457879,0.65,3.7,133205277,133209250,"UP"
"ENSG00000251056","ENSG00000251056",3.20033970777938,1.17081173143331e-05,1.44015286850072,0.45,4.4,49502145,49506022,"UP"
"ENSG00000255327","ENSG00000255327",2.60676950841349,0.000526797891325666,1.43372322962742,0.55,4,134950708,134951568,"UP"
"ENSG00000239880","ENSG00000239880",2.60482326249036,0.000704330912575946,1.4326527943697,0.55,4,180323107,180325059,"UP"
"ENSG00000259107","ENSG00000259107",2.5940395640347,0.00056266406459582,1.42672176021908,0.55,4.05,85393828,85420550,"UP"
"ENSG00000214064","ENSG00000214064",7.01634234163825,6.94556278260177e-21,1.40326846832765,0.2,30.55,145337230,145338057,"UP"
"ENSG00000235687","ENSG00000235687",3.49227006225822,1.05887913555115e-06,1.39690802490329,0.4,5.5,37248118,37347031,"UP"
"ENSG00000253894","ENSG00000253894",2.32046646269343,0.00200249370488776,1.39227987761606,0.6,3.1,63465831,63478745,"UP"
"ENSG00000266869","ENSG00000266869",2.12887800139676,0.00489040936069006,1.38377070090789,0.65,2.75,71848606,71928596,"UP"
"ENSG00000269072","ENSG00000269072",2.74753943640347,0.000237553592601563,1.37376971820174,0.5,3.55,51152923,51181966,"UP"
"ENSG00000255028","ENSG00000255028",2.11038298405674,0.00489040936069006,1.37174893963688,0.65,2.5,109355085,109583907,"UP"
"ENSG00000255298","ENSG00000255298",2.68340101297445,0.000338366619941162,1.34170050648723,0.5,3.2,124256376,124266218,"UP"
"ENSG00000234115","ENSG00000234115",4.40203673231215,1.88148344631829e-09,1.32061101969364,0.3,8.45,7516600,7517840,"UP"
"ENSG00000171483","ENSG00000171483",3.29541591021056,4.89774233139185e-06,1.31816636408423,0.4,4.85,48107992,48120210,"UP"
"ENSG00000224944","ENSG00000224944",4.37884764361353,1.19239161556464e-08,1.31365429308406,0.3,8.2,91557292,91690428,"UP"
"ENSG00000269586","ENSG00000269586",2.91402854852403,7.35454974637834e-05,1.31131284683581,0.45,4.7,135881063,135889086,"UP"
"ENSG00000287027","ENSG00000287027",3.24996074851117,6.21229035707564e-06,1.29998429940447,0.4,4.55,200086870,200100025,"UP"
"ENSG00000242324","ENSG00000242324",2.57401876646245,0.00080846563300871,1.28700938323122,0.5,3.55,1516759,1557653,"UP"
"ENSG00000261055","ENSG00000261055",2.56121229590072,0.000952451633131034,1.28060614795036,0.5,3.45,109895973,109897861,"UP"
"ENSG00000253584","ENSG00000253584",2.12561717557708,0.00450637020669764,1.27537030534625,0.6,3,104917492,105246364,"UP"
"ENSG00000165584","ENSG00000165584",4.21693034195096,3.60623720126616e-09,1.26507910258529,0.3,6.05,48346427,48356707,"UP"
"ENSG00000287685","ENSG00000287685",3.58423645322569,7.37512853011186e-07,1.25448275862899,0.35,5.25,110472692,110524320,"UP"
"ENSG00000172538","ENSG00000172538",2.27643511596924,0.00431295850436865,1.25203931378308,0.55,2.8,49131154,49134021,"UP"
"ENSG00000242545","ENSG00000242545",2.49885736024203,0.00134997155057594,1.24942868012101,0.5,2.1,59464330,59510678,"UP"
"ENSG00000234828","ENSG00000234828",4.14597575045437,2.08622255231275e-08,1.24379272513631,0.3,4.6,149351709,149896233,"UP"
"ENSG00000254135","ENSG00000254135",2.7593978880473,0.000236963798156299,1.24172904962129,0.45,2.85,158485190,158588546,"UP"
"ENSG00000254659","ENSG00000254659",3.08186579543444,6.2560827961283e-05,1.23274631817378,0.4,3.55,109741625,109823893,"UP"
"ENSG00000237527","ENSG00000237527",3.50909307777796,1.8123147757315e-06,1.22818257722229,0.35,5.25,21655038,21686329,"UP"
"ENSG00000260157","ENSG00000260157",2.65405403217239,0.000354179617979086,1.19432431447758,0.45,2.75,21614487,21641536,"UP"
"ENSG00000147432","ENSG00000147432",3.96262167124055,6.91054060283164e-08,1.18878650137216,0.3,6.35,42697366,42737407,"UP"
"ENSG00000257750","ENSG00000257750",5.85763235327252,3.7038111109057e-15,1.1715264706545,0.2,17.6,73758657,73846188,"UP"
"ENSG00000248347","ENSG00000248347",3.32816621067062,1.00318513739187e-05,1.16485817373472,0.35,4.25,47089572,47198861,"UP"
"ENSG00000260761","ENSG00000260761",2.91101439455489,0.00016287502146911,1.16440575782196,0.4,3.6,25319834,25321346,"UP"
"ENSG00000180116","ENSG00000180116",3.3254467514267,1.72948718600274e-05,1.16390636299935,0.35,4.1,39626167,39908300,"UP"
"ENSG00000246016","ENSG00000246016",2.26488455708865,0.00450637020669764,1.13244227854433,0.5,2.95,10479371,10482309,"UP"
"ENSG00000226779","ENSG00000226779",2.82510978054006,0.000305731176102653,1.13004391221602,0.4,3.7,175234861,175271096,"UP"
"ENSG00000248588","ENSG00000248588",4.50843429207067,8.71341070277482e-10,1.12710857301767,0.25,8.15,92823935,92844992,"UP"
"ENSG00000238087","ENSG00000238087",3.71334395261495,3.08249983987345e-07,1.11400318578448,0.3,4.95,166566178,166580705,"UP"
"ENSG00000244791","ENSG00000244791",2.46860015195398,0.00173209645942416,1.11087006837929,0.45,2.7,126325454,126329538,"UP"
"ENSG00000203413","ENSG00000203413",3.15255898106508,3.08278452115298e-05,1.10339564337278,0.35,3.95,84948585,84949674,"UP"
"ENSG00000254115","ENSG00000254115",2.73233435205666,0.000407034660527756,1.09293374082267,0.4,3.6,86707547,86765023,"UP"
"ENSG00000261729","ENSG00000261729",3.62343089483819,5.47812839673219e-07,1.08702926845146,0.3,4.7,185646463,185657168,"UP"
"ENSG00000258038","ENSG00000258038",4.33162503702707,6.0990382093601e-09,1.08290625925677,0.25,6.35,28829881,28968400,"UP"
"ENSG00000253665","ENSG00000253665",2.39696059238627,0.00170135282807737,1.07863226657382,0.45,2.6,40114651,40127468,"UP"
"ENSG00000237283","ENSG00000237283",4.31265134392474,5.06497319287855e-09,1.07816283598119,0.25,6.8,188705623,188732208,"UP"
"ENSG00000250920","ENSG00000250920",5.25418284401085,2.34237121388283e-12,1.05083656880217,0.2,11.6,103550586,103559277,"UP"
"ENSG00000248373","ENSG00000248373",2.30387083790729,0.00471169121620342,1.03674187705828,0.45,2.6,104900125,105120000,"UP"
"ENSG00000274499","ENSG00000274499",2.55107747970176,0.000763816793032513,1.0204309918807,0.4,2.7,20803505,20826173,"UP"
"ENSG00000227681","ENSG00000227681",3.35337206091262,1.17047068997998e-05,1.00601161827379,0.3,4,147660703,147953937,"UP"
"ENSG00000259089","ENSG00000259089",2.23442276712865,0.00424994939466656,1.00549024520789,0.45,2.3,20813299,20814958,"UP"
"ENSG00000269761","ENSG00000269761",2.87244615953339,0.000234344957745734,1.00535615583669,0.35,3.25,7005012,7006074,"UP"
"ENSG00000257845","ENSG00000257845",5.00607202797577,5.16045764957187e-11,1.00121440559515,0.2,6.1,26775495,26822107,"UP"
"ENSG00000230040","ENSG00000230040",3.97504458509788,1.02805453661272e-07,0.993761146274471,0.25,5.95,67326177,67379994,"UP"
"ENSG00000250919","ENSG00000250919",3.97312927030681,1.26999544944062e-07,0.993282317576703,0.25,5.65,69027831,69044578,"UP"
"ENSG00000268100","ENSG00000268100",2.83663560170172,0.000196577395807263,0.992822460595601,0.35,3.15,23492428,23512656,"UP"
"ENSG00000226872","ENSG00000226872",2.82398781819596,0.000196577395807263,0.988395736368587,0.35,2.95,21031354,21044117,"UP"
"ENSG00000259675","ENSG00000259675",3.24568530392402,2.62487694313407e-05,0.973705591177206,0.3,3.25,61638928,61715171,"UP"
"ENSG00000228656","ENSG00000228656",4.83752164354794,1.53651527347624e-10,0.967504328709587,0.2,5.35,63761546,63762824,"UP"
"ENSG00000279940","ENSG00000279940",2.71248423555418,0.000485774670146153,0.949369482443965,0.35,2.8,130956384,130958031,"UP"
"ENSG00000172551","ENSG00000172551",3.76959282185285,2.95714246121109e-07,0.942398205463213,0.25,4.85,54830518,54896008,"UP"
"ENSG00000233123","ENSG00000233123",2.34056125406024,0.00317584986184938,0.936224501624098,0.4,2.15,101562779,101569006,"UP"
"ENSG00000286212","ENSG00000286212",2.31852910072269,0.00493451833684733,0.927411640289075,0.4,2.35,32005076,32022483,"UP"
"ENSG00000288042","ENSG00000288042",3.08612655779232,6.04467839454987e-05,0.925837967337695,0.3,3.35,7304551,7343556,"UP"
"ENSG00000187569","ENSG00000187569",6.17071970203309,1.1996212271359e-15,0.925607955304964,0.15,18.9,7711433,7717559,"UP"
"ENSG00000254919","ENSG00000254919",4.62054968857134,6.99621293598821e-10,0.924109937714268,0.2,7.55,35915051,35918739,"UP"
"ENSG00000230147","ENSG00000230147",2.3075960668755,0.00493451833684733,0.923038426750201,0.4,2.5,91169585,91170045,"UP"
"ENSG00000259223","ENSG00000259223",2.30746940542911,0.00493451833684733,0.922987762171645,0.4,2.25,60073554,60118320,"UP"
"ENSG00000136698","ENSG00000136698",2.2782127562521,0.00493451833684733,0.911285102500841,0.4,3,130592165,130599575,"UP"
"ENSG00000235546","ENSG00000235546",2.55460626749514,0.00165873817029823,0.894112193623301,0.35,2.75,20612667,20614008,"UP"
"ENSG00000253821","ENSG00000253821",2.55216433642731,0.00141782998953449,0.893257517749557,0.35,2.4,57492884,57592451,"UP"
"ENSG00000261156","ENSG00000261156",2.53867881565002,0.00165873817029823,0.888537585477505,0.35,2.6,34169372,34195937,"UP"
